NCT number,label_M,IPD Description,label_IPD
NCT05670535,2,98de41dc19a7126c5873a7b483d77bde2c2c1664174913f844c1807558d41701,2
NCT00946530,2,abd18183d9b7dd99d812053d55fcd56b57182541ae5e2c8c4ba0477b4b6fd4a4,2
NCT03641625,0,382f9f968fe39e79a4d4e7dec7aadf668d894df7feef82a3a499b02a592f10b2,1
NCT04610749,1,4f198b040cef99272c21320c0c82463afb49adcd70a4310a3cc08559cf1fcfad,1
NCT04506528,0,2d107077b7a76cba59ed705065f36fa05ef1f70bec814fe17299441f3a805a26,0
NCT00355030,0,30ce33871d86c9a92675f40624df39836def77a4d1911de8f43420c8003d9775,0
NCT03987503,2,e9fc8525ee412db1af3dbe9aadf698a11efcdc4991a1369c5bb094233ac0e1e4,2
NCT04036136,0,02017f4fed063514f9cc48f52c9cd6ceb232db2ca26b4da56670012fd4a76d71,0
NCT02615535,1,212c93f8eaa27aa2ac08863421295dd6357efb381dd7479ef6c9c0b4aa070041,0
NCT02966158,0,b4832c8c5793c9fd286898d2a0f98dee4c5a7185caa1c011b3defcfa7cab0597,0
NCT02873052,1,13bc59983b58a3cf247efedd1d8c580f986b21019017a004e6b0be0a1d9592e8,0
NCT05036187,0,7ae4f8eb6a3569f6525e10db485261c4ecdbfb573b2427020421ad8389db976f,2
NCT02972983,0,580de8dd134d269d0e0b41c575f820ed7e2df69fc0bb18836becc5ba90194b6f,1
NCT02026245,0,8196822a78caf70102eed5391860151545f1326b704b4524a3dc424fff28e3f3,2
NCT03656042,1,952523988dc794cac789b49b13c0d1cc1ae97272f0eeff9ff65b3cdb91c39fb3,1
NCT04391439,0,0b5d3a021f3b0f62237766276dbba20489ae3b48f8c29c50f715d30b411667e1,0
NCT04275505,1,ac96c29371801f6d49f3a352c156d7e9e65e202fb407f5650f61c6e5b05c101e,0
NCT05195333,1,1960542fc45f97d268357f8495e05604ac40b4de910b41539927e68c4c8691bb,2
NCT04408456,0,df2f5f7d8d82b21382debb36c88995f34c96b3ca469a4a7aabcfb3fa0d0cc701,2
NCT05253703,0,6d0e3703e8d5e20daac50c13c6df8c34b42f3196357574f0708d796f4f955032,0
NCT02227238,0,c2f6f5740580561931a9dd1ea46c7d34262e048d58b2aec4dffa448498559d9e,0
NCT03380520,0,34347c948bffd7939eee1b3c6f9c849c29b6085ddb191af06e4b832e316f5458,1
NCT04322526,0,649cb05922e0f28a0c983f9abdd672798f963a36cccc9f6eb3a544d5d8283ba8,0
NCT02616705,0,e01a5a9092cde322f710bf9cd710bf656809701a0a63cae7646bac21ab5c5e13,1
NCT05581940,2,549242c322bc63ae0b09bd48dd80c63f5b63ace1e8c97712ed0bb019b3df0f1d,2
NCT03793790,2,832d34b60f1251c30cd1fdcf80208af72b2001a8eb8724f7d8186cff50d91fd1,0
NCT04254666,2,b4069fd956fdd028613f26a27d49823adfdacedda619b6a69ddb045590633a52,2
NCT04292002,2,53d27b9ee9b8a7c80b44a2daba606a039f6100dddd6518fbcc8a6dc96f5b358b,2
NCT03077724,2,3b0e525d272f04a4ddfbcfa8750dcb0774afbb14c2b40788b9e98bd81d9c4108,2
NCT05632796,0,c171928a120d49ef3237b96e1244c5a7fec4943d5ab6f2e8cb8beb70564d9ae3,2
NCT05595655,0,15d51329907dd510b35edd5be13274011710103acca02508cd5783e1d6ee2b35,1
NCT04361630,2,cbdf6973ff42c37c2c09272057e9fcb76fbbd8c653fd7a5996b44c1bbe273a29,2
NCT04117451,0,bc7538e193a8b3973175e476dc8916fe67b717b7050c3ae1c1d43a31e8f2de84,1
NCT03378778,0,87da9292ea3340dd756ebfd03897f21139968864fe0c5ffb4f1893120149eb7a,0
NCT05948423,2,9814ee8303f8a39a04464bd0c20aef6630bb924bd19710f19d057cafd61cf860,2
NCT02378129,1,f9dcc1017846cc240c9c693fd0efdf4d14b4ac1be2dc0f8fa8a7b3dbb2e6cd77,2
NCT03999632,1,05cf61ffbcf464ec157461fa5554ff8a1fb76e4f08d392a3236068dbf561933f,2
NCT02934334,1,bf9acca721b552053e963fe622f3d5c9415a8c054e2aac01addc49713d5b0f15,0
NCT02017509,0,918f04d622b054c54e0ee608db133ce1f2ef112707e8bb721d1bd6ad3e8b09f9,0
NCT03613636,1,9decd085be408206aa83f7d2b180728011a0f2691702261152f51121a223ee9d,1
NCT06054997,0,e70bbe8bc436c0e14c59d0a54bc58c206559195ce3b203811e7fae20bcfbbef9,2
NCT03842111,0,fff1f56354bca97e3c403935b5ebfce13bff8dfec86e467cf326cfc0669207cb,0
NCT02650141,2,202c9da322caee1991a6e3b95f93d8ade5b3d3e141c4705c6066bb33185119cb,2
NCT00056719,1,099c6dd38892a64ac3fe5dd8953afbc88a5137af9860f39e05938f796378cfa3,1
NCT05294510,0,3eafa584cc6e4fe33a1284f8e053611a67b0a545610ee8f48a549851421a5453,0
NCT03208933,1,caff1334881c871a83ba7b3ebadc3ef0c7094e449b2227ada82529000a6742e3,0
NCT02702258,0,08476c862c40bcae2d8d2280a121b08cc0de8ebb52c74282d6c2f2eb7c10cd22,0
NCT05171803,2,40e1571431108ae5dd05b2d06f265f22bb162def8356b34b7c3ef03bd08066e4,2
NCT04841681,0,eee04aaaa08058b256baddb8eb470ddaad11f96c596f93726fc88e7f8245bd5b,0
NCT02660346,0,c15a1d00ac2da7532ef2e4ec0373d3c330799d149dc47201b3d665caa10b085c,2
NCT02904512,0,e49a5cf94e90e18fa63c4851c3c3bcde95e83606aa4a6004afe38d7406169920,2
NCT03130660,1,01932c39d64f15ae5bd9a3c0038da4b2dd8646db2827f76c9ef8266dbb1985c0,1
NCT02174211,2,02455f0d57828615b7ed9beeaae006ed5e223c467022d069508960998a63c730,1
NCT01061684,0,e8f7ecf993bd664f962f81cbc97296b82b35f274eb4a1e72943d93339478fc81,0
NCT02925260,1,a51a3508a618a0be6f63a6eae03d46de559b6f43d5e670742e8bb946b61adc68,2
NCT03489525,0,a5323dc22d7bd7a3dc8c93eb4587a420a100fc61463125744eb4b6ca004fe569,0
NCT04521920,2,604053809b210c9513d97a4b64ccdfd2dc804ae00e5b426cf9eabda31462b959,2
NCT05228379,1,fd9504076ebd906b0e5443bedfca9635280b786905252a2218d6b7eb02544523,1
NCT03316365,2,e57cfe49aceebee2cbbf6bafb258da42ee49d792bcddab66da86ffcb793b9b91,2
NCT04244786,0,6563ce77757d180f9eddc9a46eb66c4b197b1b0fac89513d96365780171b0454,1
NCT03606343,0,49c86534714a13e1485ae0947fbc07faa73cf9fc6c0d89967ab8ea011005db58,0
NCT03045809,1,c6daa072e0c48ee48848a5fd9555d683fce20a45a2c37d04b5b55ca318a0ed06,1
NCT04184557,0,78ad9e3d5992f818c2fabcbcf6bfe8fc90af2ce253c5e88d99afe8f22079d882,0
NCT02684240,0,fb463abbb438ee43794e722e17880343881a25f2ef58a8ccbcc263d40e5e9f53,0
NCT05462977,2,b5d1b8528bd5805a4080ace5d14f95ffbd8149619c5b344d663b9420a78ab959,2
NCT05299788,1,8f3d465e42195d32313d48fac1ff27707c2a61d98c2e06a3b742e8a33b30e82b,0
NCT05173402,2,3e50fd0c172ac474b9946660f5cf4794d22fc63972290dfedb65611589f4713e,2
NCT04770441,1,10cd7c96f29f6d3d520d5452c67eccab8ab302dcc9e55f277248105213c4a31f,2
NCT03549377,1,e69898202293a34a970d766ca60fb0fba57b7a45693be9ff280c8e550d579ea9,2
NCT04191720,1,7c545ebd84205e55fd7ca5cfe7293c94001bf7b050586e03131a49dcf5ca6373,2
NCT03616743,2,f98e400db4b3d4bbdc62db653bd86218a2b2a8dd6f54b61acee4d98af2ee565b,2
NCT04387032,0,649704559f49215be52b6aa3b6f5d78665eb4221318d43b44fbba8f1b826075b,0
NCT02689089,1,24eacdc236a58585f4acc7b1e1aeec9a6d0b4e3af55de71c64a5930b6ca36ca1,2
NCT04727775,1,106ac781df59d32eee944e9226369261390c5ee2f9bf27e31663dd0b77eef2c8,2
NCT03232645,1,b5a793b68a2d89b672ce6e8d3620bb1f48ff2612bd7b11b0b81ab3856711efab,2
NCT03173144,0,de17904baba379d2b72e67cf459962be2dee4f6df5f3da708bcae35d0b322b9c,0
NCT04732559,0,4b798feffb7a32b5ec950b916baf33facb7db66459adee2790945058a6303d77,1
NCT04035707,2,d61221e22efe46c78c3ce32c67fd6d128666ccf156e9a1046833519585b6e0e3,2
NCT04512157,0,6392242a3530bf1957f9ba8c00941ca2cf355adcb13236855da573fd318e96a5,0
NCT03166722,0,57e8715addb87f64c1276f77c69e4606f678898c3c190115e8195f2555c1cc33,0
NCT03254173,0,0d3e1bccbee5117e6ef2a911173b5457cdc3757b715ea49b90b7d83f34f81db1,0
NCT03541187,0,c01ffb85fb3fdd45c424b30c11373cb8517953251dcb36a4de75f2e504164338,0
NCT03100331,0,3ee88c6bbcdaa65716d2ad5d75eee6dbc782ce927dd0fc655c04c78b25ca1db0,0
NCT05018559,0,28a3c0a532f71c12f160f9fbb435644410067bd4728c35b4e9f38b74e1516e34,2
NCT05229406,0,eb5496d37e7db266d2b049c85fbacc9350d828623eb4160f1bb816a9b23e7f17,0
NCT02904629,0,733752ead9b2d1fe5d3a32a09821d48797fa0904278f0b8c9c489d1bc50271ae,0
NCT03140904,1,4b02d99d92af931ac88edc820bfd4a43aee25ac52f7e76665c547c22c90eba4d,1
NCT04620746,0,229359b83e70e78fa0c07bbf784f160dbeff2c820010aaab33e8819547f1a8b9,0
NCT04868227,0,3da4cc4c04ee60086fc689df86d51b5a67aa7c076adfac7164f2d547dbd264a1,0
NCT02263040,1,235433a1a39bcbe1736bbb928a59556c94ae062bb8fdb7ae666a9339d37f719d,1
NCT05387291,2,45ba77c3e814ca043cf949c6bfd3d391a4c226db66d82fbab36f46ea9930e74f,2
NCT03655717,2,9ac01df7ce36ead1bfda821a40f2e4576b5abbe4ac5f5c5204c5f0232b2048fc,2
NCT03553966,2,4c916204eaec01b65cede48e87e94c0e75c4bbab33848dab69dc28f09f883e0a,2
NCT04271761,0,7f9fff6ccf682c1fe0ba86674b199fcaa5f29396a8a82415e1cbd67c01cb3b91,2
NCT05207891,0,eaf0467952c025af6941f3e091a9bfde07023657360127c01302f7e8cd452348,0
NCT05392998,0,ee84ae77f994c8d3fc41259d6578e798fbc2be3aebbd2fa591fd66adf2caff48,1
NCT02739464,0,0e090688a2d7f1d37d56d4a201fe2eca48907bd6f0b42229f3c89ae004f7b16f,0
NCT04189003,0,9811cea035d57e6056f82fad786685d4fad8740beff6a0c313a03672ef36bb64,0
NCT05202548,2,aa25e520cb74ec7534d420e4878b7f7c196d6458e99550ad8111a89a10f683fd,1
NCT04001244,0,aa24f13a8c24999d1c139d59a5c0e121050b98d8cb2b8856970f698edd005a91,0
NCT03356106,0,30956f2cb722de54ca118752f0d616223d00877a064995f39094b26f868a72fc,2
NCT03522051,2,9f86fff403101a5c7239703213c182776468983d0245f0b51fdda719ed64cd56,2
NCT02971488,0,ad4628966d97adb78d60d0cd83d26d93be5ce25bf946505b5377b0f59215bc52,2
NCT04914780,1,e8056fe6337a8c7a683a563ef4090553dca15a18e2eed7335ea986b72d1ad47b,2
NCT03899168,0,2516d42528ebb669e378a3558d5da82f66ddc4f014a7e5f88bf121f718bb5888,0
NCT05771246,0,1068bd17ce25a02f3473fc1482c9db6a798ec0a03870eb899fb87de7fbf16bf6,2
NCT04908150,1,7831d76f8a9fd7f3e6cd31c7f9245cfaec4a8846f96b1f374f202728b9f1d7e5,0
NCT05409404,2,6636c0a22268d48a08900f5e4bd9641c34ed344edeab05586a68f79146faefbf,2
NCT05505058,0,4a83fa552662383f50e1172460f712b0da0a7c8780afa9b018545e716cd21d0f,2
NCT04979117,2,19da52475cc4685ab5d16138629fafee6c36ab95707a1565592479bad1964bcb,2
NCT02487043,2,f634a109636e3e381b4573fe6589cd54816a7782642a266e7f9f9b6a136d976a,2
NCT00142415,0,d2d9d6e078c0334c286d3c159a8ea529578bf067ab21f9a07f767de9a7287079,0
NCT03380754,1,032a38593f38f70ab0681e2acf885b00a365bb8c32282a08b81cb0cf1103f369,1
NCT05479019,2,0a2d2c6552a4fba3712e251144505090c3130e28aca97b8f83c62e9d821dee65,1
NCT05593510,0,2b88a5dac13762e26bd53d061379d2abe4cfc400bf6c4b821b98ae87b1db2c2e,0
NCT03329703,2,f51aa14945a322585bdd29d36eb1aa167bedc1e2b6600b8d08e22c7a108a4814,2
NCT04976387,2,228b5a0746f2070b008987f28d72b90c080d01cc326add8f9532d640343c151e,2
NCT05484544,1,66c84cefea8bb935c438cd2ad5882bfabf027bed0e692bd8edf8bcaedfd2c333,1
NCT02468804,1,2b6b853c9e59dbf44fdd9dd5919557d3ca4bf448807949acaea7697e6cd1d92d,1
NCT02376686,1,e0a98b5d55716635136266056cb381d70ea3ccc4a0dc34bd42fdbe6a6f85baed,1
NCT03166332,2,25bacdba7fe506e1a251610590cc6bf6f6604e6820a3d24a8f6c2bfdf05eb194,2
NCT03783390,2,459eab8609a044503ca1c87410cd8e2c2c48359c2c8426e212b85abf4245368f,2
NCT02757092,1,0b9981aba8a522de2b613ccd5c827973ed0cef7bd21d1508f6280d62a2b2fac1,0
NCT03379779,1,97a762bb6032b3b85fe008ab537a78b4bd14176dbc69ecadbaf510caad0f5205,0
NCT05238428,0,749844294143dcca2b20bdbd646db542986a8f47b8f99d7479913b6781555e84,0
NCT04449081,2,7effda55929f5f36d921d2dfdb0c2f8b2792a29e1e78b5170dde8c44f02c0b1b,2
NCT06091670,2,1f070cfb65569e04bccbc5ef6b7f89a5c84750b613aa3c8ad6156fdd5b07bf3d,2
NCT05924542,0,3f48d6b908a165296b172008ee413c3e8ae3150f6341f9da0df42cf7ebdaa0ca,0
NCT03679793,2,97f8fd61f3e9d3cde1ceed5875074f68ca2faa5f8897156a4eb12ebd53bcea9f,2
NCT05059834,0,f73a803b417f6a76e4c3bcae11785f9feffb7946cfdd3297527adbd621969bd6,1
NCT04459429,2,9948e4f6ab27e58850fddfe44b8ee3d9f274d8193dfc290d0e4472a574542e2f,2
NCT00947427,0,4581e38426f45abc5f54b67e5f7298d500c936b251d1d2cdbf773caf54e9a2e7,0
NCT05108116,0,68ae26f5e619f0501b34064dd7dea1fe7bf1f79e44eb4d8787d710fa0121a6be,1
NCT04584723,0,1fb72b361484c8cd3f1fcf72409e1730c608c7efb07586f09c9c6c2cbf8e21d2,1
NCT01942096,1,7645a892d91629f1becabf513fdbd4d8e677359210ac41f6ae218d32f2ae0054,0
NCT04441775,2,c88972bd5669ef4e45b84a5b79933f14702dbcbf89581340e329fe3262e71146,2
NCT04591158,2,40c4bf4f2477632390f46a9fb354cfa0cfd7205f00e03b6bb86a6b4276c7c592,2
NCT02657772,1,3e4f37356ea7cc754560319ed0c388a01e083d22f19507db1e0f1105de32cf5b,2
NCT05663827,2,3e7fae44ac9284f2a73b4d2fa96720a8c6fc55d25c4d187c4136946fd8ca70d2,2
NCT02340689,0,c4dcab452546931b2ee767cbe38b15d791ead8642746917c31180bd70b50a51a,2
NCT03226925,1,1651202acf979ea5d1fabe4b0f9271677e3b60df19a5c62e924633da0c0d03bf,1
NCT04511208,0,8d832b0c9c41d845e6cb6534a3a6b09b71b26271d1cc8577e3305fa29cbe6417,0
NCT01507688,0,f07026b62e94829bfb611d48b23fad19a0b409faa4327780f8f16bc44dbec286,0
NCT03831347,0,fb41a1c19cde92349371547916dcc95ac659f97dbecb760e88f7653553451058,0
NCT04232930,0,42960d27312fff3432fff1f605c9498e7c6baa0fd91fcc24abe34b0eda410b5b,0
NCT03864822,0,e538407ac36951cf5ec7a90b0d68d1a22a8dfaf1463784568f537a388f731714,1
NCT03970590,1,3e03d6dc627d15f0d2a9092c9c3b9bc16f7dcdccb5edf2f76b453a7a5288f550,0
NCT04351217,2,026c7acb8825efbc682d920839eb91c59d0247b62a7bbf8250eb601cafc9ffcc,2
NCT04151108,2,ef727ab9039fe1a153e24a46803b9e0c4e9517896ac184212a61bed8ec03ed82,1
NCT03952611,1,a219f2f799f07fa52f6ddd35f31b1b774d972f9ab95b029ae268d90129416a06,2
NCT05538819,0,251ca580beaf8ede12776da785879567897eae81f3c2dfd66fcae2fec58279c1,1
NCT06079801,1,4ac5c3a384d452d85c5684de7ef273f4568d1e1b3cc897d59b3756101863cf8f,2
NCT02713516,1,62aa848ab707065c6e3632f70f0adc987189ae6662f80257e8a2c739f6835bc7,2
NCT03306563,2,6194e8037bcc44bd34dd058c3edeb2cb04bc69daae64d79f5cb7c0dc70313d31,2
NCT03806712,2,af5b10a0f2c4a29a37b140fe492d77d0882b540f95798a992cc480c729fe8365,2
NCT03932240,0,ae236a29cd78f1fa72623c713d77112dca469028ea6a4f4957b3b8a7645eae45,0
NCT04504981,0,cc220a86675fadff53ae90d485e4acd34cabc9ce17434a72f76012590eb0b17c,0
NCT03477357,1,b4e207fd0ab33d4d01553d7342e8a8c791b914e9f3fdf534c8e5a324e6229144,2
NCT05379920,2,bb064a59f0a6d7b2dbb6504b3678c59d57d3c8964cab95823fc904403c4a3595,2
NCT02783066,0,c1c4d6a7bf90a509e3368fb423e01dffd47b6295bc6910e3eece951d63c24c10,1
NCT02940327,1,635182de7ae255170889b62cb1c969c929a154e8a590aee5865acd855db44092,0
NCT05887921,2,bdd5c60e82b5ac605cd110b94f8d9c43dade45971d183d51beca74199780958b,2
NCT03560830,1,b92a0a0965b0352c4e944bf5ff347a7148e8b83bbf721cdd685f897a0379c69a,0
NCT03028766,0,764f1e7f20a8069bb707ec0df290f965bef1d6fd55b0ce1ddcda89826c4cba9a,0
NCT04021095,2,4d779a9cf944e39941ccc354d8e32f2509944b98dfee903f141c64c6fcd242f5,2
NCT04329546,0,6c470de98c3f319384de72124d8f40f2b7e93839d818a94ceb0b3a1d517cb792,1
NCT05045989,0,6f294f61d90c5c79d2f693c3a592e7749fcfc3fc514338034602a197a12ba535,2
NCT05422261,2,c33a4d17f1daebda2dd8cbab261053cbce1073268bb4d02df2ebf646c856d473,2
NCT03205956,0,1ab16e6845543de67aae9502b9aa243d113bd6e726ae0678b24c3662ec90fe4f,0
NCT04543500,0,73e01a411dfad7044ba4388fef926e4ba3564cff2c190d234a2b672e5327ef24,2
NCT03322358,0,5df9892b1aba8eb0cd63a38fd40008ea56ed5a817286576c16e7d1c56400fb39,0
NCT04685980,1,4167dcd11822c2b0c6c2ad11d4794e1bad5ffff231bd3711f9a6e3688b6d99e6,1
NCT05674097,0,f87705662442fc6bf73f7f3b2e7f7616515305322c19d76f30684cc795c612fc,2
NCT04864769,0,75f799dc06089c74014407417734a94d4ddd425126af31cb81864014ceaaf86d,1
NCT05892835,1,899893b20c1e339c3584dda78cbe78b646e68dc6ff2d599f673b28d625d3206e,2
NCT03805438,0,2d211ac2752bcb2da88d87897416daaf8494cdb7dc6e971d9e005630a573e52f,0
NCT03916198,1,568b3865bfd38b8994ab4191348ef1f0d998b8bd699a99fc447a020a4c3aef05,2
NCT04933864,2,3de00faab3916e89c381717a922590b4ec3ba67fb3c33f08b38acc8ff1930d24,2
NCT05855265,1,890ca6bec087179b46d9e1f7d1a183ead599b49e980a7646e577d68c6124d935,0
NCT03837080,0,344fcaed2dee3d8ea1ec9927aec6669b88642143aecf1585e421670b60954459,1
NCT03193983,0,2aa92648d218b0f754336bad9d11554b6bffaf44e0750e2d1bf6eaa6b53bf86a,0
NCT03919851,0,15c27475dfc0fd0b9c6f39259eb6bdcb766db0b63e7425dacf3daf27ca35e170,1
NCT03690973,1,3de93d8daf5a0eba56310d1df6c043b7074122728798101e0eb244ad94f941ff,1
NCT02315898,0,98ffc3b93a1e56ae2db1bab9aa0109b421a182291cd8c6ba8ddd93695c671208,0
NCT03295409,1,9c2beb4940d41df5329d5dedfb56e601adaa78c4aac5589f5c734e5dd02e38bc,1
NCT04119128,0,310b37fc68b13b5fb4f6dbcf639b483b537f5ff7e813cbca70bca8ae55ac8cee,0
NCT02213835,1,3e7a551e98a2bc0e3b165e8fdad9ce57c33b4644cb3b1ffb24bc522b5c7f3e65,2
NCT03380026,0,7c0f4bab75efabb3e829dd3a612989d1a6eb34a86e76af3c6101ee32b1666489,0
NCT03953924,2,93c90f69dd7630026a8752ba715f28b89d9335b79ef08165883b2356d628024e,2
NCT04023708,0,8b167585c58c29a6bd80ff707783390c21a3b6366d0632d2fa202153402b4f98,0
NCT01529931,1,77fbc1880004a78c5f50cbbb39d1d583987414d577aef8d183b9be2b7fd0ad04,2
NCT03770910,0,9ae78837301601d85264dc557bb6962e4d2142dcbcf2e74aa04640652f826435,2
NCT04369833,2,d60efc8572c557c06eb9267775f499866e67a548a22dca202fc0b5527226f1ab,2
NCT04586595,2,13b12a17c36ee18e36c8439e15da0884009cc6dce768d1b343abf1871534d3a2,2
NCT05083130,0,cae85e11ee66d8d4d641ec420dc57465e9c0c1d6de3f461480b81cd2c4338180,0
NCT02633488,2,bd6216b1b9cafe2622f67b38b1da81520d93291998594dc9517e4be8839e5d10,2
NCT05956873,1,fd8f8eca025bed5c8a0c6420e4d60880b55234c278f4326a0398663967fca350,1
NCT03771833,1,7fda1ae1e4ce8a0aca03c8fb5c15899c732d991d107831df50224034003cacb3,2
NCT04272983,0,21a26d14b491f9aa0aa77b17751526607b7df8063ac91f5500f9a838463e9fa2,2
NCT03141541,0,8dfe36b86ae21aba7cd1cf6d3c23a5832d1a7e5749e6d38602fba1df3b7dab57,0
NCT01996241,0,1a18d246aef3ce6610957831a92eb687213a2fc1647e6993cfee31587fd0b334,0
NCT05893901,2,b018dbfd587584d12b057ca31653fd08204d77406342711abee4b4f157c278db,2
NCT02469610,2,bcd8619d46393deff50d65e06446a73dc8fe15b031fad15361e34d539dd8a0e2,1
NCT05812209,0,643a1a126acce5bbe83afa859d334aa6c610b767f0625fafea7e45f602309a89,0
NCT04866316,2,54553cb090d55eafc81e1a776993f09f82d7eb0b98466b63d5d7b597eeaf99e8,2
NCT05110716,0,e8279830ad778f7dac016e7e126e5c8f836fdb207465e69ecbef81253bbf33ed,0
NCT03655327,1,cd0029823d3b4739045cc3bf4c43a51d3baad15ecb8182f4689bc6630b62a3a0,1
NCT05924490,2,b4781977d9645b915480d24a488cac4b31f8723a9d8a2f81752da4910dc27d22,2
NCT02245282,0,0a7b224d14c3ac09a63af8074ed0da61dfe5022b696d823f960b87f0808c13ee,0
NCT02675400,1,bb93a8f6249fe4dc0c1483b1f84af4aa4ba45f87b26b8d4f6424acbfab53b1df,0
NCT05167513,1,fd6a04cabe5149b688abaa823c583929670031cdebe690d9081259ea057f8fd1,2
NCT02992158,0,993ba27e71ee265aee82bf401612196f406504c9af1a9d8841085c2c36604020,0
NCT03451825,0,47aed55ad6ef5fd62087df87685cb3676178c8a1595262f30135f938a1ea807a,2
NCT03733938,0,cc5facba3014c7b856defbd378dc2d65f849a30e942d843503f1caf9d6078108,1
NCT04321538,2,0271877c503f15899e5aba4cb8426d94372f6d079f6c3fab3aa048c81997e446,2
NCT04281953,0,4707686f32505fcf066990e848c38a8b920be886dd8713c8884b30aad5ea6557,2
NCT05526469,0,7b44441cf9b663820dd880f68fee09c728205717c587b99be864d983b1ac2dd8,0
NCT03248245,1,c4f09337e295b1a940bd2aca81ce8e7627a553ea03581d4c979b391eac134832,2
NCT05645263,2,f3555bc1012ba1aca634e54ceb733111163707727ef98da46a485c068610ae6f,2
NCT04103541,2,aef3334ae8075ec535277402c7638e12d359b8fe16b80e780bb770919f705045,2
NCT04371471,0,74d97c7ccedaeb61649734ecf8d8c7d57693fe3915bc9b22de11fe12d8e0d8ef,0
NCT05000203,1,172ca2bcf82bbc62a3173eaf0fdca507c918c2b5be42743ba365242e19b93572,0
NCT03468582,2,b8c72f9cc84b0ccdacf66d2ff3e9b3ba093a182b71fd7ab54a3490249991d554,1
NCT02674529,0,b6fb43e47a00575667b1d948ee020297147afb92b83c88bde0fdf106bdcb5511,0
NCT04009395,0,f63a33719a7635fbecb6923d360cd1b02afd7c0932f474bf4d17d0747691091f,0
NCT03233958,2,dbc874aee6f91c7a6d6e09dcc48af0ad64605dc22ff1b4922aa3a59dafbac2d1,1
NCT04396522,2,4b2f3ed022a20af0eae2e842bfa5d3e943d1a506a0f23da9a3df1509b3162c2a,2
NCT02652923,0,b022e68964583e40fc9b22d75ae0b764d35af117da81152ecf07bf0419e45870,0
NCT04697108,2,978cb3fc4bb23ba75d3bdd2f87e9d2710d7b856dfd202e3828e3b21cb568acd2,2
NCT03542942,0,2d982101f693ef6259b10c9c6127306235216d35ddbff2524441b589768432f6,1
NCT03770442,2,5f7bc7215a5b29579de4ab77f3b569880c9b006423d200ca0e0d26bbe27330a7,2
NCT04356534,2,90e62976e998e80922a91685e337765748f2423eb1178aa1ccdb586667ed81ae,0
NCT03036371,2,6e7e601bbc9b1b612e3c124e027ac07d7846d0d4ca56ce5ef464c0164a9e32d5,2
NCT05559047,0,43920f13333579ee93b81a2d1996a25da0deded53c8d338b6381e89aa109c5da,0
NCT05002062,2,8b9799ea9ccbb3ac92c4e631cc40484683e1b7d5a09af1947f3adfaf27c49934,2
NCT04298957,2,fdf921a4a43fee364a8cde9f33f661eee0d96c1367242770124e3500e579cabd,2
NCT02299362,0,048cc5cfde05670a1f462799ec2ea67cb01894615ff070a7499c940ca4aca809,0
NCT02725905,2,3ffb29b10864c593004773a45e2024974f166118d164e8983160362d5d30b660,2
NCT03049176,0,5bd1e9c561c0299c9867bfa4876d9e2ec4b114fa3af4aa457867ea95489e4e30,0
NCT03678909,0,ce06628cdfa8a84621ba939eefa1d44fe9b256168e63bb7be27b44a2ca2830f1,2
NCT02769338,0,56410ccc3fcbdff7f722a682afef989a64203375e2ec56b8fee8bf9134b1e63b,2
NCT05043363,1,ea00adb382ed053069399017b0ed26bcebbf5a38425784b6c3fd8eb68bf4a727,1
NCT05074069,2,3a02f269a8068268a08580cff4355c7e7858f454de5d92d771fc9c5265e2c785,2
NCT04466579,2,9ffb0fba49036f2a09b73b3eb0e3f019fd44d03182478596f99262ddafb96630,2
NCT04526457,2,291af4bf9451c03e1f9862e041b25f0a2218a6810fc8bf7ad6a9047748e888e2,2
NCT03675165,2,847d231cf95e4f04fab59c5fa535a5048667a13f335049d084b16872d34c9811,2
NCT04762433,2,67ee388d7f9842638611417e7f2b6dc2a621d5bc3659892ec13fcc382f312a27,2
NCT04516044,0,f8f6a0f304c30c065a9c9aa6afb1883231b93aac1d8c5a4c962f342498275d87,0
NCT04074655,1,549315d5140433df6ea71c700d14bad11d9035840426c4a03fb255493f7da957,2
NCT02951624,0,ee5d2c0d4715953f0055c9e6cb7398e023b6300247790fa89b301a17fda16cb9,1
NCT03397056,0,78129bf5f71bc20f5f16648b2e262a8e115fe7ad1c169edb49ebbcfb8b66be92,0
NCT04392817,1,f0f28f490354c449cf6b683c7cd66402bf152481b87059193842b3a5256fa09c,0
NCT03086070,0,e85166bd24a7d110f5bd7009c5f99a31058943d01dcef3ab7b782a6cd4b7f4eb,2
NCT03151512,0,8d320ae262946063de64a3c81abac2682e4bc12a5889be7371086ad9df2f51ca,2
NCT03164512,0,6c5742942dbc1956e0996c37d00ff78fd14b3f4aa258bf8ed964ea563078677b,0
NCT01299909,0,cfa2f043e67010f9800fa428bbca65b38964128669ad627a513e0df25b83ba8c,0
NCT04403698,0,afbec9732eceef01988bfac69c1750f8638036e965d946bcc5a1516731e79b61,0
NCT04075773,2,b64710af7264510795fa702e20d146a596cad0065d041080e27fa1b6ceb20b1b,2
NCT01571427,0,fe3b18ad8301fbdb10a7a2096b39bd16474f4d4e14fd9370729b695e52f0050c,1
NCT04533594,0,89247541c4d2a7796bd9cfe7b2298ed9a22d246806e1fe8ee6f55ef666345d52,0
NCT04188314,0,20435359700cba2db6e48f9810131452394e3c0cd8865da60b2267c7666933bc,0
